dialogue_id,utterance,utterance_de_deepl,speaker,utterance_len,label
443,He paints quite a picture doesn't he?,"Er malt ein ganz schönes Bild, nicht wahr?",Chandler Bing,7,neutral
444,Here's the Shelly Siegal stuff from December.,Hier ist das Shelly Siegal Zeug vom Dezember.,Woman,7,neutral
444,"And wait, I've got something for you.","Und warte, ich habe etwas für dich.",Mark Robinson,7,joyful
444,Mark!!,Mark!!,Woman,1,mad
444,"It's okay, Rachel knows.","Es ist okay, Rachel weiß es.",Mark Robinson,4,neutral
444,"Yeah, but even soo.","Ja, aber auch soo.",Woman,4,mad
444,"I can't help it, I'm just, I'm just crazy about you.","Ich kann nicht anders, ich bin einfach verrückt nach dir.",Mark Robinson,11,joyful
444,Ohhh! That is soo sweet!,Ohhh! Das ist soo süß!,Rachel Green,5,joyful
444,"Okay, okay look, I know I'm being Mr. Inappropriate today, but it's just so tough, I mean see you walking around and I just wanna touch you and hold you, come on no one's around, just, just kiss me.","Okay, okay, schau, ich weiß, ich bin heute Mr. Unangemessen, aber es ist einfach so schwer, ich meine, ich sehe dich herumlaufen und ich will dich einfach nur berühren und halten, komm schon, niemand ist in der Nähe, nur, nur küss mich.",Mark Robinson,39,joyful
444,"All right that's, that's it!! Get off her!","Okay, das war's! Das war's! Runter von ihr!",Ross Geller,8,mad
444,What is going on?,Was ist hier los?,Mark Robinson,4,neutral
444,What's going on?! That's what's going on!!,Was ist hier los?! Das ist hier los!!,Ross Geller,7,mad
444,Ross!,Ross!,Rachel Green,1,mad
444,I have been down in your store for twenty minutes trying to get a tie! What do I have to do to get some service?! Hi Rach.,"Ich bin seit 20 Minuten in Ihrem Laden und versuche, eine Krawatte zu bekommen! Was muss ich tun, um etwas Service zu bekommen?! Hallo Rach.",Ross Geller,27,mad
445,"Ah Joey. Joey Tribbiani. Listen Joey, I got a problem, I just got a call from my dance captain, he's having a relationship crisis and can't get out of Long Island.","Ah, Joey. Joey Tribbiani. Hören Sie, Joey, ich habe ein Problem, ich habe gerade einen Anruf von meinem Tanzkapitän, er hat eine Beziehungskrise und kann nicht aus Long Island zu bekommen.",Director,31,scared
445,"So, does that mean the audition is off?","Heißt das, dass das Vortanzen abgesagt ist?",Joey Tribbiani,8,scared
445,"Listen Joey, seeing as you've got the most experience, I want you to take these dancers and show them the combination.","Hör zu Joey, da du die meiste Erfahrung hast, möchte ich, dass du diese Tänzerinnen nimmst und ihnen die Kombination zeigst.",Director,21,powerful
445,What?!,Was?!,Joey Tribbiani,1,neutral
445,"Aw come on Joey, it's easy. Y'know, it's hand, hand, head, head, up, pas de bouree, pas de bouree, big turn here, grand sissone, sissone, sissone, slide back, step, step, step, and jazz hands!","Ach komm schon, Joey, das ist ganz einfach. Hand, Hand, Kopf, Kopf, hoch, pas de bouree, pas de bouree, große Drehung hier, grand sissone, sissone, sissone, slide back, step, step, step, step, und jazz hands!",Director,34,joyful
445,"It's ah, step-ity, step and jazz hands.","Es ist ah, step-ity, step und jazz hands.",Joey Tribbiani,7,scared
445,Have fun.,Viel Spaß!,Director,2,joyful
445,Bye.,Tschüss.,Joey Tribbiani,1,scared
446,Hey!,He! He!,Phoebe Buffay,1,joyful
446,Hey.,"Hey, was ist das?",Monica Geller,1,neutral
446,What are you wrapping?,Was packst du ein?,Phoebe Buffay,4,neutral
446,"Oh-ho, look what I got Julio.","Oh-ho, sieh mal, was ich für Julio habe.",Monica Geller,6,neutral
446,"Yeah, it's a vase.","Ja, es ist eine Vase.",Phoebe Buffay,4,neutral
446,"Yeah, just like the one in the poem.","Ja, genau wie die aus dem Gedicht.",Monica Geller,8,neutral
446,Well not exactly like the one in the poem.,"Na ja, nicht genau wie die in dem Gedicht.",Phoebe Buffay,9,neutral
446,What do you mean?,Wie meinst du das?,Monica Geller,4,powerful
446,Remember how you said you were really dense about poetry? Oh.,"Weißt du noch, wie du sagtest, du hättest keine Ahnung von Poesie? (lacht) Oh.",Phoebe Buffay,11,peaceful
447,"So! I'm just an empty vase, huh?","Also! Ich bin nur eine leere Vase, ja?",Monica Geller,7,mad
447,What?,"Ich bin nur eine leere Vase, was?",Julio (poet),1,powerful
447,"Y'know, so I don't read as many important books as you do, and I don't write trick poems that seem to be about one thing but are actually about something else. And y'know what, I get excited about stupid stuff, like when I my People magazine comes on Saturday, and the new Hold Everything catalog. Y'know but that does not mean that I'm empty, I care about things. I care about my friends and family. You have no right to make that kind of judgment about me.","Weißt du, ich lese nicht so viele wichtige Bücher wie du, und ich schreibe keine Trickgedichte, die scheinbar von einer Sache handeln, aber in Wirklichkeit von etwas anderem. Und weißt du was, ich rege mich über dummes Zeug auf, z.B. wenn ich mein People-Magazin am Samstag bekomme und den neuen Hold Everything-Katalog. Aber das heißt nicht, dass ich leer bin, ich interessiere mich für Dinge. Ich kümmere mich um meine Freunde und meine Familie. Du hast kein Recht, ein solches Urteil über mich zu fällen.",Monica Geller,87,mad
447,"Whoa, whoa, whoa.","Whoa, whoa, whoa.",Julio (poet),3,scared
447,You don't even know me...,Du kennst mich doch gar nicht...,Monica Geller,5,joyful
447,"Whoa, whoa, whoa, the poem is not about you.","Whoa, whoa, whoa, das Gedicht ist nicht über dich.",Julio (poet),9,neutral
447,What?,Das Gedicht handelt nicht von dir. Was?,Monica Geller,1,joyful
447,"The Empty Vase is not about you. My baby, you make me so sad that you would think this.","In ""Die leere Vase"" geht es nicht um dich. Mein Baby, du machst mich so traurig, dass du so etwas denken würdest.",Julio (poet),19,peaceful
447,"I'm sorry, my friend Phoebe...","Es tut mir leid, meine Freundin Phoebe...",Monica Geller,5,sad
447,"No, it's about all women. Well, all American women. You feel better now?","Nein, es ist über alle Frauen. Nun, alle amerikanischen Frauen. Fühlst du dich jetzt besser?",Julio (poet),13,joyful
447,Oh yeah.,"Oh, ja.",Monica Geller,2,mad
448,"All right, let's do it!","Alles klar, lass es uns tun!",Director,5,joyful
448,"No, no, no. What was that?","Nein, nein, nein, nein. Was war das denn?",Director,6,neutral
448,"I know, it was the best I could get out of them.","Ich weiß, das war das Beste, was ich aus ihnen herausholen konnte.",Joey Tribbiani,12,neutral
448,"Well, people!","Nun, Leute!",Director,2,neutral
448,"People, people, people.","Leute, Leute, Leute.",Joey Tribbiani,3,neutral
448,"Let's try it again, and this time let's watch everybody watch Joey. Show 'em how it's done. Count it off.","Versuchen wir's noch mal, und diesmal sehen alle Joey zu. Zeigt ihnen, wie man es macht. Zähl es ab.",Director,20,neutral
449,Is there a Julio here?,Gibt es hier einen Julio?,Man,5,neutral
449,I am Julio.,Ich bin Julio.,Julio (poet),3,neutral
449,"Mister Pretensous, you think there's no one finer, well but your poems are unpublished, and you work in a diner.","Mister Prätentiös, du denkst, es gibt keinen Besseren, aber deine Gedichte sind unveröffentlicht und du arbeitest in einem Imbiss.",Man,20,joyful
449,"Your no God's gift to women, that's all in your headdddd. You are just a buttmunch.","Du bist kein Gottesgeschenk an die Frauen, das ist alles nur in deinem Kopf. Du bist nur ein Arschkriecher.",Quartet,16,powerful
449,No one likes a buttmunch.,Niemand mag einen Arschfresser.,Bass Singer,5,powerful
449,And your also bad in bedd-edd-edd!.,Und du bist auch schlecht im Bett.,Quartet,6,powerful
450,Hi.,Hi.,Monica Geller,1,neutral
450,"Six dollars, please.","Sechs Dollar, bitte.",Clerk,3,neutral
450,Six? I just had it for one night. It's three.,Sechs Dollar? Ich hatte es nur für eine Nacht. Es ist drei.,Monica Geller,10,mad
450,"Eight o'clock is the cut-off and, aww, it's 8:02.","Um 20 Uhr ist Schluss, und es ist 20:02 Uhr.",Clerk,9,powerful
450,"Y'know in a weird way, you have too much power. Look, you're gonna have to help me out here, 'cause I only have three.","Auf eine seltsame Art und Weise hast du zu viel Macht. Du wirst mir helfen müssen, denn ich habe nur drei.",Monica Geller,24,mad
450,I can help with that.,Ich kann dabei helfen.,Richard Burke,5,powerful
450,Oh my God. Richard? Hi!,"Oh, mein Gott. Richard? Richard? Hi!",Monica Geller,5,joyful
450,Hi!,Hi!,Richard Burke,1,joyful
450,"Wow! Your lip went bald. Hey, thanks.","Oh, wow! Deine Lippe ist kahl geworden. Hey, danke.",Monica Geller,7,joyful
450,"So, you look great.","Also, du siehst toll aus.",Richard Burke,4,joyful
450,Right.,Das stimmt.,Monica Geller,1,mad
450,No you do. You... just...,"Nein, du siehst toll aus. Du... nur...",Richard Burke,5,scared
450,What?,Du hast nur... Was?,Monica Geller,1,scared
450,You've got panties stuck to your leg.,Du hast einen Slip an deinem Bein kleben.,Richard Burke,7,scared
450,"That's because I-I was just grabbing some things out of the dryer, and it's static cling. Or maybe it's just that God knew I'd be running into you and saw an opportunity.","Das liegt daran, dass ich gerade ein paar Sachen aus dem Trockner geholt habe, und es ist statisch haftend. Oder vielleicht wusste Gott, dass ich dir über den Weg laufen würde und sah eine Gelegenheit.",Monica Geller,32,scared
450,It's good to see you.,"Es ist schön, dich zu sehen.",Richard Burke,5,peaceful
450,It's good to see you too.,"Es ist auch schön, dich zu sehen.",Monica Geller,6,peaceful
451,"You see that guy? He's in classics now, but y'know as soon as we leave he's going straight to the porn.","Siehst du den Kerl? Er ist jetzt bei den Klassikern, aber du weißt, sobald wir gehen, geht er direkt zu den Pornos.",Monica Geller,21,joyful
451,"He's gonna go up to the counter with Citizen Kane, Vertigo, and Clockwork Orgy. This is nice.","Er geht mit Citizen Kane, Vertigo und Clockwork Orgy an die Kasse. Das ist schön.",Richard Burke,17,joyful
451,Yeah.,Das ist schön. Ja.,Monica Geller,1,joyful
451,I missed this.,Das habe ich vermisst.,Richard Burke,3,sad
451,Me too.,Mir auch.,Monica Geller,2,sad
451,"So, you wanna get a hamburger or something?","Also, willst du einen Hamburger oder so?",Richard Burke,8,joyful
451,"Oh, um, I don't know if that's a good idea.","Oh, ähm, ich weiß nicht, ob das eine gute Idee ist.",Monica Geller,10,sad
451,"Oh. Look, just friends, I won't grope you. I promise.","Oh, ich weiß nicht, ob das eine gute Idee ist. Schau, nur Freunde, ich werde dich nicht begrapschen. Ich verspreche es.",Richard Burke,10,neutral
451,"No, I just I think that it's too soon.","Nein, ich denke nur, dass es zu früh ist.",Monica Geller,9,peaceful
451,"No it's not too soon, I had lunch at a eleven.","Nein, es ist nicht zu früh. Ich habe in einem ""Eleven"" zu Mittag gegessen.",Richard Burke,11,joyful
452,Hey.,Hey. Hey.,Rachel Green,1,joyful
452,Hey.,"Hey, hast du Eis?",Joey Tribbiani,1,joyful
452,Do you have any ice?,Hast du etwas Eis?,Rachel Green,5,neutral
452,"Check the freezer. If there's none in there, then we're probably out. Are you just getting in from work? It's late.","Sieh im Gefrierschrank nach. Wenn da keins drin ist, dann haben wir wahrscheinlich keins mehr. Kommst du gerade von der Arbeit nach Hause? Es ist schon spät.",Joey Tribbiani,21,peaceful
452,"Yeah, I know. I had the greatest day though, I got to sit in on the meeting with the reps from Calvin Klien. I told my boss I liked this line of lingerie, she ordered a ton of it. How was your day?","Ja, das weiß ich. Aber es war ein toller Tag. Ich war bei dem Meeting mit den Vertretern von Calvin Klien dabei. Ich erzählte meiner Chefin, dass ich diese Dessous mag, und sie bestellte eine Menge davon. Wie war dein Tag?",Rachel Green,43,joyful
452,I discovered I'm able to count all of my teeth using just my tongue.,"Ich habe entdeckt, dass ich alle meine Zähne nur mit meiner Zunge zählen kann.",Joey Tribbiani,14,joyful
452,"Hmm. Umm, why do you have a copy of The Shining in your freezer?","Hmm. Ähm, warum hast du eine Kopie von The Shining in deiner Gefriertruhe?",Rachel Green,14,powerful
452,"Oh, I was reading it last night, and I got scared, so.","Oh, ich habe es letzte Nacht gelesen und ich bekam Angst, also.",Joey Tribbiani,12,scared
452,"But ah, you're safe from it if it's in the freezer?",Aber in der Gefriertruhe bist du sicher vor ihm?,Rachel Green,11,peaceful
452,"Well, safer. Y'know, I mean I never start reading The Shining, without making sure we've got plenty of room in the freezer, y'know.","Na ja, sicherer. Ich fange nie an, ""The Shining"" zu lesen, ohne mich zu vergewissern, dass wir genug Platz im Gefrierschrank haben, weißt du?",Joey Tribbiani,23,joyful
452,How often do you read it?,Wie oft liest du es denn?,Rachel Green,6,peaceful
452,Haven't you ever read the same book over and over again?,Hast du nie dasselbe Buch immer wieder gelesen?,Joey Tribbiani,11,peaceful
452,"Well, umm, I guess I read Little Women more than once. But I mean that's a classic, what's so great about The Shining?","Nun, ähm, ich glaube, ich habe Little Women mehr als einmal gelesen. Aber ich meine, das ist ein Klassiker, was ist so toll an The Shining?",Rachel Green,23,peaceful
452,"The question should be Rach, what is not so great about the shining. Okay? And the answer would be nothing. All right? This is like the scariest book ever. I bet it's way better than that classic of yours.","Die Frage sollte lauten: Was ist nicht so toll an The Shining? Und? Und die Antwort wäre, nichts. Okay? Das ist wie das gruseligste Buch aller Zeiten. Ich wette, es ist viel besser als das klassische von Ihnen.",Joey Tribbiani,39,mad
452,"Okay. Ah, well we'll just see about that, okay. I will read The Shining, and you will read Little Women.","Das werden wir ja sehen. Ah, das werden wir ja sehen, okay. Ich lese The Shining und du liest Little Women.",Rachel Green,20,mad
452,"All right, you got it.","Alles klar, du hast es verstanden.",Joey Tribbiani,5,peaceful
452,All right.,"Alles klar, alles klar.",Rachel Green,2,mad
452,Okay.,"Okay, okay.",Joey Tribbiani,1,joyful
452,Okay.,"Ja, gut.",Rachel Green,1,joyful
452,"Ah, now Rach, these ah, these little women.","Ah, jetzt Rach, diese ah, diese kleinen Frauen.",Joey Tribbiani,8,sad
452,Yeah.,"Ja, ja.",Rachel Green,1,peaceful
452,"How little are they? I mean, are they like scary little?","Wie klein sind sie? Ich meine, sind sie wie beängstigend klein?",Joey Tribbiani,11,scared
453,"So when people complement me on my cooking should I, what do I say?","Also, wenn Leute mir Komplimente für meine Kochkünste machen, was soll ich dann sagen?",Richard Burke,14,powerful
453,"You say 'Thank you very much,' and then you buy me something pretty. Come on, we're gonna put are hands in this bowl, and we're gonna start squishing the tomatoes.","Du sagst: ""Vielen Dank"", und dann kaufst du mir etwas Hübsches. Komm, wir legen unsere Hände in die Schüssel und fangen an, die Tomaten zu zerdrücken.",Monica Geller,30,joyful
453,"Ew, this feels very weird.","Igitt, das fühlt sich sehr komisch an.",Richard Burke,5,scared
453,You touch people's eyeballs every day and this feels weird.,Du berührst jeden Tag die Augäpfel anderer Leute und das fühlt sich komisch an.,Monica Geller,10,powerful
453,"Yeah, well, sure I touch them, but I spent years learning not to squish them. That's my hand.","Ja, klar fasse ich sie an, aber ich habe jahrelang gelernt, sie nicht zu zerquetschen. Das ist meine Hand.",Richard Burke,18,scared
453,Oops.,Oops.,Monica Geller,1,neutral
453,Okay.,"Okay, ich muss weiter quetschen.",Richard Burke,1,neutral
453,Gotta keep squishing.,Ich muss weiter quetschen.,Monica Geller,3,neutral
453,Tomatoes are squishing.,Die Tomaten zerquetschen.,Richard Burke,3,peaceful
453,Okay.,"Ok, ok.",Monica Geller,1,neutral
453,Op.,Aufmachen.,Richard Burke,1,neutral
453,"Oh, gosh, you got some on your shirt.","Oh, Gott, du hast welche auf deinem Hemd.",Monica Geller,8,peaceful
453,Yeah.,Ja. Warte eine Sekunde.,Richard Burke,1,neutral
453,"Hold on a second, just put a little club soda on it and it should umm, be.....","Warte mal eine Sekunde, mach einfach ein wenig Sodawasser drauf und es sollte, ähm, ..... sein.",Monica Geller,17,peaceful
453,What?,was?,Richard Burke,1,neutral
453,"Umm, you've got some on your pants.","Ähm, du hast was auf deiner Hose.",Monica Geller,7,sad
453,I'll just throw them out.,Ich werde sie einfach wegwerfen.,Richard Burke,5,peaceful
454,So we can be friends who sleep together.,"Also können wir Freunde sein, die miteinander schlafen.",Monica Geller,8,neutral
454,"Absolutely, this will just be something we do, like racquetball.","Auf jeden Fall, das wird einfach etwas sein, was wir machen, wie Racquetball.",Richard Burke,10,joyful
454,"Sounds smart and healthy to me. So um, just out of curiosity, um, do you currently have any other racquetball buddies?","Klingt klug und gesund für mich. Nur so aus Neugierde, hast du noch andere Racquetball-Freunde?",Monica Geller,21,mad
454,Just your dad. Although that's actually racquetball. You know I-I do have a blind date with my sister's neighbour next Tuesday.,"Nur deinen Dad. Obwohl das eigentlich Racquetball ist. Weißt du, ich habe nächsten Dienstag ein Blind Date mit dem Nachbarn meiner Schwester.",Richard Burke,21,neutral
454,Oh.,Soll ich absagen?,Monica Geller,1,neutral
454,You want me to cancel it?,"Willst du, dass ich es absage?",Richard Burke,6,neutral
454,No! No!,Nein! Nein!,Monica Geller,2,scared
454,Okay.,Nein! Nein! Okay.,Richard Burke,1,neutral
454,"'Cause if you do that means you'd be cancelling it for me, and we're just friends.","Denn wenn du das tust, würde das bedeuten, dass du es für mich absagst und wir sind nur Freunde.",Monica Geller,16,peaceful
454,Exactly.,Ganz genau.,Richard Burke,1,neutral
455,Hi.,Hi.,Monica Geller,1,neutral
455,Sorry. I'm sorry.,Es tut mir leid. Es tut mir leid. Du würdest meinen Tag nicht glauben.,Rachel Green,3,scared
455,"You would not believe my day! I had to work two shifts, and then to top it off, I lost one of my fake boobs, in a grill fire.","Du glaubst gar nicht, was ich für einen Tag hatte! Ich musste zwei Schichten arbeiten, und zu allem Überfluss habe ich eine meiner falschen Brüste verloren, bei einem Grillfeuer.",Monica Geller,29,mad
455,What are you smiling at?,Was grinst du denn so?,Monica Geller,5,joyful
455,"I'm sorry, I was just thinking you're day could still pick up.","Tut mir leid, ich dachte nur, dein Tag könnte noch besser werden.",Rachel Green,12,joyful
455,"Yeah, right.","Ja, klar.",Monica Geller,2,mad
455,Hello.,Hallo.,Richard Burke,1,neutral
455,I love this friend thing!,Ich liebe diese Freundschaftssache!,Monica Geller,5,joyful
456,"Listen, Robert's gonna be here any second so, will one of you just tell him?","Hört zu, Robert wird jeden Moment hier sein, also, kann es ihm einer von euch sagen?",Phoebe Buffay,15,scared
456,Oh.,"Bitte, jetzt gleich.",Ross Geller,1,neutral
456,"Please, right now, no, every time I see him it's like 'Is it on the lose?' 'Is it watching me?'","Bitte, im Moment nicht. Jedes Mal, wenn ich ihn sehe, denke ich: ""Hat er verloren?"" ""Beobachtet er mich?",Phoebe Buffay,20,scared
456,"We can't tell him, you can't go up to a guy you barely know and talk about his.... stuff.","Wir können es ihm nicht sagen, du kannst nicht zu einem Typen gehen, den du kaum kennst und über sein .... Zeug reden.",Chandler Bing,19,mad
456,"He's right, even if it's to say something complementary.","Er hat Recht, auch wenn es nur darum geht etwas ergänzendes zu sagen.",Ross Geller,9,joyful
456,Hey!,Hey!,Robert Bobby,1,joyful
456,Hey.,Hi.,Phoebe Buffay,1,neutral
456,"So are ready for the gym? They've got this new rock climbing wall, we can spot each other.","Also, bist du bereit für die Turnhalle? Sie haben diese neue Kletterwand, wir können uns gegenseitig sehen.",Robert Bobby,18,powerful
456,"No, I can spot you from here.","Nein, ich kann dich von hier aus sehen.",Phoebe Buffay,7,neutral
456,What?,Ich kann dich von hier aus sehen. Was?,Robert Bobby,1,neutral
456,"Okay, listen Robert...","Okay, hör zu, Robert...",Phoebe Buffay,3,scared
456,"Hey, don't we have to...","Hey, müssen wir nicht...",Ross Geller,5,neutral
456,"Yeah, we got, um-hmm.","Ja, wir haben, ähm...",Chandler Bing,4,neutral
456,"Umm, I think you're really, really great...","Ich finde, du bist wirklich, wirklich toll...",Phoebe Buffay,7,joyful
456,Oh God! Here we go again. Why does this keep happening to me? Is it something I'm putting out there? Is this my fault? Or am I just nuts?,"Oh, Gott... Jetzt geht das schon wieder los. Warum passiert mir das immer wieder? Ist es etwas, das ich da rauslasse? Ist das meine Schuld? Oder bin ich einfach nur verrückt?",Robert Bobby,29,mad
456,"I-I-I-I-I don't know, I don't know what to say.","Ich weiß es nicht, ich weiß nicht, was ich sagen soll.",Phoebe Buffay,9,scared
456,"Hey buddy, this is a family place, put the mouse back in the house.","Hey Kumpel, das ist ein Familienbetrieb, bring die Maus zurück ins Haus.",Gunther,14,mad
457,What?,"Beth ist sehr, sehr krank.",Rachel Green,1,scared
457,"Beth is really, really sick.","Beth ist sehr, sehr krank.",Joey Tribbiani,5,sad
457,Awwww.,Awwww.,Rachel Green,1,sad
457,"Jo's there, but I don't think there's anything she could do.","Jo ist da, aber ich glaube nicht, dass sie etwas tun kann.",Joey Tribbiani,11,sad
457,Joey?,Joey?,Rachel Green,1,neutral
457,Yeah.,Joey? Ja.,Joey Tribbiani,1,neutral
457,Do you want to put the book in the freezer?,Willst du das Buch in den Gefrierschrank legen?,Rachel Green,10,peaceful
457,Okay.,"Ja, gern.",Joey Tribbiani,1,neutral
457,Okay.,"Ja, gut.",Rachel Green,1,neutral
458,"'Cause every time I see your face, I can't help but fall from grace. I know.....","Denn jedes Mal, wenn ich dein Gesicht sehe, kann ich nicht anders, als in Ungnade zu fallen. Ich weiß.....",Singer,16,joyful
458,Wow! This girl is good.,Ich weiß. Wow! Dieses Mädchen ist gut.,Joey Tribbiani,5,joyful
458,"Oh-ho yeah! A song with rhyming words. Oo, I never thought of that before.","Oh-ho yeah! Ein Lied mit gereimten Wörtern. Oo, daran habe ich noch nie gedacht.",Phoebe Buffay,14,joyful
458,I like her.,Ich mag sie.,Chandler Bing,3,joyful
458,Why? Because she can sing and play guitar and do both at the same time?,Und warum? Weil sie singen und Gitarre spielen kann und beides gleichzeitig?,Phoebe Buffay,15,mad
458,"Well, that's pretty much all I'm looking for from these people.","Nun, das ist so ziemlich alles, was ich von diesen Leuten erwarte.",Chandler Bing,11,joyful
458,Look at you. All jealous.,Schau dich an. Alle eifersüchtig.,Monica Geller,5,neutral
458,"Yeah Pheebs, come on, you two have completely different styles. Y'know, she's more.. y'know, and you're more","Ja Pheebs, komm schon, ihr zwei habt völlig unterschiedliche Stile. Weißt du, sie ist mehr ... weißt du, und du bist mehr",Ross Geller,17,peaceful
458,beside meeeee-eeee-ee. .,neben mireeeeeeeeee. .,Singer,3,joyful
458,"Okay, see, see, everyone else is happy she's done.","Okay, siehst du, siehst du, alle anderen sind froh, dass sie fertig ist.",Phoebe Buffay,9,mad
458,"Okay, my next song's called Phoebe Buffay, What Can I Say. I Really Loved When We Were Singing Partners, And I Shouldn't Have Left You That Way.","Okay, mein nächster Song heißt Phoebe Buffay, What Can I Say. Ich habe es wirklich geliebt, als wir Gesangspartner waren, und ich hätte dich nicht so verlassen sollen.",Singer,27,powerful
458,"Oh no, one of those 'look for the hidden meaning' songs.","Oh nein, einer dieser ""Suche nach der versteckten Bedeutung""-Songs.",Phoebe Buffay,11,mad
459,Hey Phoebe.,Hey Phoebe.,Singer,2,joyful
459,"Hey Leslie, how'd you know I'd be here?","Hey Leslie, woher wusstest du, dass ich hier sein würde?",Phoebe Buffay,8,joyful
459,"I ran into Vlad at the place where they sell the big fish, and he said you played here a lot, so umm....","Ich traf Vlad in dem Laden, wo sie den großen Fisch verkaufen, und er sagte, dass du hier oft spielst, also ähm...",Leslie,23,neutral
459,"All right listen, I have to go to the bathroom, but if the place with the big fish comes up again. I'd like know whether that's several big fish or just one big fish.","In Ordnung, hör zu, ich muss auf die Toilette gehen, aber wenn der Ort mit dem großen Fisch wieder auftaucht. Ich würde gerne wissen, ob das mehrere große Fische sind oder nur ein großer Fisch.",Chandler Bing,34,peaceful
459,"So ah, Phoebe tells us you write jingles.","Also, Phoebe hat uns erzählt, dass du Jingles schreibst.",Joey Tribbiani,8,neutral
459,Actually I said she abandoned me to write jingles.,"Eigentlich habe ich gesagt, dass sie mich im Stich gelassen hat, um Jingles zu schreiben.",Phoebe Buffay,9,peaceful
459,"Ah, anything we might of heard of?","Ah, irgendwas, wovon wir schon mal gehört haben?",Joey Tribbiani,7,joyful
459,"Ah, yeah, umm. Home is never far away..","Ah, ja, ähm... Die Heimat ist nie weit weg...",Leslie,8,joyful
459,Home is Home Star stew.,Home is Home Star stew.,Joey Tribbiani,5,joyful
459,"Yeah, but, I don't do that anymore. I got kinda sick of it, and then I couldn't come up with anything good, so they fired me.","Ja, aber das mache ich nicht mehr. Ich hatte es satt, und dann fiel mir nichts Gutes mehr ein, also feuerten sie mich.",Leslie,26,neutral
459,"Hmm, bummer.","Hmm, schade.",Phoebe Buffay,2,sad
459,"Well, I y'know, I was just, umm, I was just thinking and hoping, that umm, maybe you'd want to get back together?","Ich habe nur gedacht und gehofft, dass du vielleicht wieder mit mir arbeiten willst.",Leslie,22,peaceful
459,No. But thanks.,Nein. Aber danke.,Phoebe Buffay,3,neutral
459,Aw come on Phoebe would you just think about it?,"Ach, komm schon, Phoebe, denk doch mal darüber nach.",Leslie,10,peaceful
459,Okay. No. But thanks.,"Ja, klar. Nein, aber danke.",Phoebe Buffay,4,neutral
459,"Okay, ah, see ya Pheebs.","Okay, ah, man sieht sich, Phoebe.",Leslie,5,neutral
459,"Wow, that was kinda brutal.","Wow, das war ganz schön brutal.",Joey Tribbiani,5,powerful
459,"Well okay, let this be a lesson to all of you, all right. Once you, once you betray me, I become like the ice woman, y'know. Very cold, hard, unyielding, y'know nothing, nothing can penetrate this icy exterior. Can I have a tissue, please?","Nun, okay, lasst euch das eine Lehre sein, okay. Wenn ihr mich einmal verratet, werde ich wie die Eisfrau, wisst ihr. Sehr kalt, hart, unnachgiebig, ihr wisst schon, nichts, nichts kann diese eisige Hülle durchdringen. Kann ich ein Taschentuch haben, bitte?",Phoebe Buffay,44,sad
459,"Yeah, sure.","Ja, klar.",Monica Geller,2,neutral
460,Someone in there?,Ist da jemand drin?,Gunther,3,neutral
460,No. This is just part of a dare devil game that I play called 'wait until the last moment before I burst and die.',"Nein. Das ist nur ein Teil des Spiels, das ich spiele: ""Warte bis zum letzten Moment, bevor ich platze und sterbe.",Chandler Bing,24,mad
460,"Jeez, man did you fall.. Hi! So ah, did ya, did-did-did ya fall high?","Mensch, Mann, bist du gefallen... Hi! Also, bist du, bist du hoch gefallen?",Chandler Bing,14,peaceful
460,"Someone was in the lady's room, I couldn't wait. I left the lid up for ya though.","Jemand war auf der Damentoilette, ich konnte nicht warten. Ich hab den Deckel für dich aufgelassen.",Woman,17,peaceful
460,"Y'know what Gunther, go ah, go ahead, I'm-I'm talking to ah, . This is the part where you say your name.","Weißt du was, Gunther? Mach schon, ich rede mit... Das ist der Teil, wo du deinen Namen sagst.",Chandler Bing,21,peaceful
460,Ginger.,Ginger.,Woman,1,peaceful
460,"Ginger. I'm talking to Ginger, so....","Ginger. Ich spreche mit Ginger, also ....",Chandler Bing,6,powerful
460,Don't you have to use the bathroom?,Musst du nicht auf die Toilette?,Ginger,7,neutral
460,"Nope, nope, I'd just ah, I'd rather talk to you. Yes, I do. Yes, I do have to go to the bathroom.","Nein, nein, ich würde nur lieber mit Ihnen reden. Doch, muss ich. Ja, ich muss auf die Toilette gehen.",Chandler Bing,22,scared
460,Someone in here.,Hier ist jemand drin.,Gunther,3,powerful
461,Where's Chandler?,Wo ist Chandler?,Phoebe Buffay,2,neutral
461,"Ah, he can't make it, he said he had to his... Whoa-oh!","Ah, er kann nicht kommen, er hat gesagt, er muss... Oh-oh!",Joey Tribbiani,12,scared
461,Joey? Joey Tribbiani?,Joey? Joey Tribbiani?,Ginger,3,scared
461,Joey I can see you okay? You're hiding behind the coats.,"Joey, ich kann dich sehen, ok? Du versteckst dich hinter den Mänteln.",Ginger,11,scared
461,"Phew, close one.","Puh, das war knapp.",Joey Tribbiani,3,mad
462,Hi.,Hi.,Ross Geller,1,joyful
462,"Hi, sweetie!","Hallo, Schätzchen!",Rachel Green,2,joyful
462,Hello.,Hallo.,Ross Geller,1,joyful
462,"Hi, Ross.","Hallo, Ross.",Mark Robinson,2,joyful
462,"Yeah, huh.","Ja, hm.",Ross Geller,2,joyful
462,I've got some bad news.,Ich habe eine schlechte Nachricht.,Rachel Green,5,sad
462,What?,Und zwar?,Ross Geller,1,scared
