,sr no.,utterance,utterance_de,speaker,emotion,sentiment,dialogue_id,utterance_id,season,episode,starttime,endtime
4261,4492,"Thanks, Bernice.  Let's go away this weekend.","Danke, Bernice. Lass uns dieses Wochenende wegfahren.",Barry,neutral,neutral,457,4,1,20,"00:06:58,543","00:07:02,879"
4262,4493,"Oh, Barry..! Come on, this is all way too..","Oh, Barry...! Komm schon, das ist auch alles..",Rachel,surprise,positive,457,5,1,20,"00:07:03,047","00:07:05,340"
4263,4494,"We can, we can go to Aruba!","Wir können, wir können nach Aruba gehen!",Barry,joy,positive,457,6,1,20,"00:07:05,508","00:07:07,134"
4264,4495,"When I went there on what would have been our honeymoon, it was, uh... it was really nice.","Als ich dort auf unserer Hochzeitsreise war, war es, äh... es war wirklich schön.",Barry,sadness,negative,457,7,1,20,"00:07:07,969","00:07:14,266"
4265,4496,You would've liked it.,Es hätte dir gefallen.,Barry,sadness,negative,457,8,1,20,"00:07:11,264","00:07:14,266"
4266,4497,I had a bra.,Ich hatte einen BH.,Rachel,neutral,neutral,457,9,1,20,"00:07:16,602","00:07:18,645"
4267,4498,"Hey, Dr. Farber.","Hallo, Dr. Farber.",Bobby,neutral,neutral,457,10,1,20,"00:07:29,991","00:07:30,991"
4268,4499,"All right Miss Green, everything looks fine... Yep, I think we're starting to see some real progress here.","In Ordnung, Miss Green, alles sieht gut aus... Ja, ich denke, wir sehen hier einige echte Fortschritte.",Barry,neutral,neutral,457,11,1,20,"00:07:31,159","00:07:37,956"
4269,4500,What?!,Was?!,Rachel,surprise,negative,457,12,1,20,"0:07:41,752","0:07:42,211"
4270,4501,"I'm twelve, I'm not stupid.","Ich bin zwölf, ich bin nicht dumm.",Bobby,fear,negative,457,13,1,20,"0:07:42,211","0:07:44,949"
4271,4502,Oh my God! What does,Oh mein Gott! Was macht,Rachel,surprise,negative,458,0,1,22,"00:07:03,548","00:07:06,174"
4272,4503,Oh that's an eye removal machine.,"Oh, das ist eine Augenentfernungsmaschine.",Monica,neutral,neutral,459,0,5,22,"0:07:08,136","0:07:09,930"
4273,4504,"All right, I'm outta here!","Alles klar, ich bin raus hier!",Rachel,anger,negative,459,1,5,22,"0:07:09,930","0:07:10,709"
4274,4505,I'm kidding! I'm kidding!,Ich scherze nur! Ich scherze nur!,Monica,joy,positive,459,2,5,22,"00:07:10,847","00:07:12,472"
4275,4507,So were done then!,Also waren dann fertig!,Rachel,anger,negative,459,3,5,22,"0:07:18,062","0:07:18,774"
4276,4508,"Almost! But first, we gotta start.",Fast! Aber zuerst müssen wir anfangen.,Dr. Miller,neutral,neutral,459,4,5,22,"0:07:18,774","0:07:21,242"
4277,4510,This is a glaucoma test.,Dies ist ein Glaukomtest.,Dr. Miller,neutral,neutral,459,5,5,22,"0:07:21,524","0:07:22,906"
4278,4511,Uh-huh.,Äh-huh.,Rachel,neutral,neutral,459,6,5,22,"0:07:22,906","0:07:23,468"
4279,4512,Sit down.,Hinsetzen.,Dr. Miller,neutral,neutral,459,7,5,22,"0:07:23,468","0:07:24,656"
4280,4513,Okay.,Okay.,Rachel,neutral,neutral,459,8,5,22,"00:07:24,735","00:07:26,695"
4281,4514,"But your chin here.  Now, you'll feel a small puff of air in each eye.",Aber dein Kinn hier. Jetzt werden Sie in jedem Auge einen kleinen Lufthauch spüren.,Dr. Miller,neutral,neutral,459,9,5,22,"00:07:28,698","00:07:31,491"
4282,4515,What?!,Was?!,Rachel,surprise,negative,459,10,5,22,"00:07:31,659","00:07:33,326"
4283,4516,"A small puff of air, now come on!","Ein kleiner Luftzug, jetzt komm!",Monica,anger,negative,459,11,5,22,"00:07:33,953","00:07:37,080"
4284,4517,"Sure, now I’m scared.","Klar, jetzt habe ich Angst.",Joey,fear,negative,460,0,6,1,"00:13:43,948","00:13:45,824"
4285,4518,"No, we can go together! Just don’t wait too long though, okay? ‘Cause I’m outta here sometime before Friday.","Nein, wir können zusammen gehen! Aber warte nicht zu lange, okay? Denn ich bin irgendwann vor Freitag hier raus.",Phoebe,neutral,neutral,460,1,6,1,"00:13:46,242","00:13:52,038"
4286,4519,"Yeah, but I don’t wanna die!","Ja, aber ich will nicht sterben!",Joey,fear,negative,460,2,6,1,"00:13:53,123","00:13:54,707"
4287,4520,"No-no, it’ll be fun! We can come back and we can haunt these guys!","Nein, nein, es wird lustig! Wir können zurückkommen und diese Jungs verfolgen!",Phoebe,joy,positive,460,3,6,1,"00:13:56,043","00:13:58,169"
4288,4521,"Um, Chandler, Ross, this is Robert.","Ähm, Chandler, Ross, das ist Robert.",Phoebe,neutral,neutral,461,0,3,13,"0:06:14,123","0:06:16,793"
4289,4522,"Oh, hey.",Oh hallo.,Chandler,neutral,neutral,461,1,3,13,"0:06:16,793","0:06:18,015"
4290,4523,Hi.,Hallo.,Robert,neutral,neutral,461,2,3,13,"00:06:18,127","00:06:20,253"
4291,4525,"You’ve have lipstick right here . That’s okay, it’s mine, we just kissed.","Sie haben hier Lippenstift. Das ist okay, es gehört mir, wir haben uns gerade geküsst.",Phoebe,neutral,neutral,461,3,3,13,"00:06:18,127","00:06:23,840"
4292,4526,Hey!,Hallo!,Chandler,surprise,positive,462,0,3,5,"0:00:03,294","0:00:03,756"
4293,4527,Hey!,Hallo!,Joey,surprise,positive,462,1,3,5,"0:00:03,756","0:00:05,514"
4294,4529,No. Y'know how we’re always saying we need a place for the mail.,"Nein. Weißt du, wir sagen immer, wir brauchen einen Platz für die Post.",Joey,neutral,neutral,462,3,3,5,"00:00:13,513","00:00:16,473"
4295,4531,"Well, I started building one. But then I decided to take it to the next step.","Nun, ich habe angefangen, einen zu bauen. Aber dann beschloss ich, den nächsten Schritt zu gehen.",Joey,neutral,neutral,462,5,3,5,"00:00:21,855","00:00:27,067"
4296,4532,You’re building a post office?,Sie bauen ein Postamt?,Chandler,surprise,negative,462,6,3,5,"00:00:28,111","00:00:30,571"
4297,4533,"No, an entertainment unit, with a mail cubby built right in. It’s a one day job, max.","Nein, eine Unterhaltungseinheit mit direkt eingebautem Postfach. Es ist ein eintägiger Job, max.",Joey,neutral,neutral,462,7,3,5,"00:00:31,489","00:00:42,041"
4298,4534,Okay.  My word! Those are snug.,Okay. Mein Wort! Die sind kuschelig.,Chandler,surprise,negative,462,8,3,5,"00:00:39,164","00:00:42,041"
4299,4535,"Oh yeah. These are my old work pants, Sergio Valente’s.","Oh ja. Das ist meine alte Arbeitshose, die von Sergio Valente.",Joey,neutral,neutral,462,9,3,5,"00:00:43,501","00:00:48,464"
4300,4536,Power saw kinda got away from me there.,Die Motorsäge ist mir da irgendwie entkommen.,Joey,neutral,neutral,462,10,3,5,"00:00:58,016","00:01:00,809"
4301,4537,Hi!,Hallo!,Rachel,joy,positive,463,0,7,11,"00:04:57,297","00:04:58,297"
4302,4538,Another cheesecake came! They delivered it to the wrong address again!,Es kam wieder ein Käsekuchen! Sie haben es wieder an die falsche Adresse geliefert!,Chandler,anger,negative,463,1,7,11,"00:04:59,882","00:05:02,134"
4303,4539,"So just bring it back downstairs, what’s the problem?","Also bring es einfach zurück nach unten, was ist das Problem?",Rachel,neutral,neutral,463,2,7,11,"00:05:03,136","00:05:05,971"
4304,4540,I can’t seem to say goodbye.,Ich kann mich nicht verabschieden.,Chandler,sadness,negative,463,3,7,11,"00:05:06,139","00:05:08,598"
4305,4541,"Are you serious?! Chandler, we ate an entire cheesecake two days ago and you want more?","Sind Sie im Ernst?! Chandler, wir haben vor zwei Tagen einen ganzen Käsekuchen gegessen und du willst mehr?",Rachel,surprise,negative,463,4,7,11,"00:05:08,766","00:05:13,228"
4306,4542,Well I’ve forgotten what it tastes like okay?!,"Nun, ich habe vergessen, wie es schmeckt, okay?!",Chandler,anger,negative,463,5,7,11,"00:05:13,396","00:05:16,106"
4307,4543,It was cheesecake.,Es war Käsekuchen.,Rachel,neutral,neutral,463,6,7,11,"0:05:16,274","0:05:17,985"
4308,4544,It was fine.,Es war gut.,Rachel,neutral,neutral,463,7,7,11,"0:05:17,985","0:05:19,302"
4309,4545,"It had a buttery, crumbly, graham cracker crust, with a very rich yet light, cream cheese filling…  Wow!","Es hatte eine butterige, krümelige Graham-Cracker-Kruste mit einer sehr reichhaltigen, aber leichten Frischkäsefüllung ... Wow!",Rachel,surprise,positive,463,8,7,11,"00:05:19,402","00:05:30,370"
4310,4546,My whole mouth just filled with saliva!,Mein ganzer Mund nur mit Speichel gefüllt!,Rachel,joy,positive,463,9,7,11,"00:05:32,665","00:05:35,876"
4311,4547,Y’know what? Forget it!,Weißt du was? Vergiss es!,Chandler,anger,negative,463,10,7,11,"00:05:36,044","00:05:39,129"
4312,4548,Yeah and we’ll drop it off downstairs so that we’re not tempted.,"Ja, und wir stellen es unten ab, damit wir nicht in Versuchung geraten.",Rachel,neutral,neutral,463,11,7,11,"00:05:45,762","00:05:47,888"
4313,4549,Good idea. Where do you want to go to lunch?,Gute Idee. Wo möchten Sie zu Mittag essen?,Chandler,neutral,neutral,463,12,7,11,"00:05:48,056","00:05:49,473"
4314,4550,"Momma’s Little Bakery, Chicago, Illinois.","Mommas kleine Bäckerei, Chicago, Illinois.",Rachel,neutral,neutral,463,13,7,11,"00:05:49,640","00:05:51,308"
4315,4551,This one’s from me.,Dieser ist von mir.,Tag,neutral,neutral,464,0,7,14,"0:10:51,734","0:10:53,027"
4316,4552,Ahh!,Ahh!,Rachel,surprise,positive,464,1,7,14,"0:10:53,027","0:10:53,699"
4317,4553,"It wasn’t on your list, but hopefully you’ll think it’s really fun.","Es war nicht auf deiner Liste, aber du denkst hoffentlich, dass es wirklich Spaß macht.",Tag,neutral,neutral,464,2,7,14,"00:10:53,903","00:10:56,529"
4318,4554,A scooter!,Ein Roller!,Rachel,surprise,positive,464,3,7,14,"00:10:58,240","00:10:59,908"
4319,4555,Stick to the list. Always stick to the list.,Halten Sie sich an die Liste. Halten Sie sich immer an die Liste.,Ross,neutral,neutral,464,4,7,14,"00:11:01,702","00:11:03,870"
4320,4556,"No! No-no, I love it. Thank you.","Nein! Nein-nein, ich liebe es. Vielen Dank.",Rachel,joy,positive,464,5,7,14,"00:11:09,251","00:11:11,711"
4321,4557,"Okay, open ours next. Open ours next!","Okay, öffne unsere als nächstes. Öffnen Sie unsere als nächstes!",Chandler,joy,positive,464,6,7,14,"0:11:12,046","0:11:14,098"
4322,4558,Okay.,Okay.,Rachel,neutral,neutral,464,7,7,14,"0:11:14,098","0:11:14,778"
4323,4559,"Now that you’re a couple, we don’t get two presents from you guys?","Jetzt, da ihr ein Paar seid, bekommen wir keine zwei Geschenke von euch?",Joey,neutral,neutral,464,8,7,14,"00:11:14,924","00:11:17,425"
4324,4560,For my last birthday you gave me a,Zu meinem letzten Geburtstag hast du mir ein geschenkt,Chandler,neutral,neutral,464,9,7,14,"00:11:17,635","00:11:20,762"
4325,4561,Okay.,Okay.,Rachel,neutral,neutral,464,10,7,14,"00:11:21,639","00:11:23,765"
4326,4562,Happy birthday Grandma!,"Alles Gute zum Geburtstag, Oma!",Rachel,joy,positive,464,11,7,14,"00:11:27,561","00:11:29,896"
4327,4563,It’s better to be over the hill  then buried under it.,"Es ist besser, über dem Hügel zu sein, als darunter begraben zu sein.",Rachel,neutral,neutral,464,12,7,14,"00:11:32,191","00:11:37,696"
4328,4564,All our love Monica and Chandler.,Alles Liebe Monica und Chandler.,Rachel,neutral,neutral,464,13,7,14,"0:11:40,783","0:11:43,755"
4329,4565,"That’s funny, yeah!","Das ist lustig, ja!",Rachel,joy,positive,464,14,7,14,"0:11:43,755","0:11:43,920"
4330,4566,No-no-no-no! That was the joke!,Nein nein Nein Nein! Das war der Witz!,Chandler,surprise,negative,464,15,7,14,"00:11:44,120","00:11:46,454"
4331,4567,"No, I know! I get it! It’s funny!",Nein ich weiß! Ich verstehe es! Es ist lustig!,Rachel,joy,positive,464,16,7,14,"00:11:46,706","00:11:49,457"
4332,4568,"No, because you’re not a grandmother!","Nein, weil du keine Großmutter bist!",Chandler,sadness,negative,464,17,7,14,"00:11:49,709","00:11:51,668"
4333,4569,"No I know, because to be a grandmother you have to be married and have children and I don’t have any of those things.","Nein, ich weiß, denn um Großmutter zu sein, muss man verheiratet sein und Kinder haben und ich habe nichts davon.",Rachel,sadness,negative,464,18,7,14,"00:11:51,877","00:12:00,135"
4334,4570,That’s why it’s so funny.,Deshalb ist es so lustig.,Rachel,neutral,neutral,464,19,7,14,"00:11:55,631","00:12:00,135"
4335,4571,All you had to do was buy the card!,"Alles was Sie tun mussten, war die Karte zu kaufen!",Monica,anger,negative,464,20,7,14,"00:12:06,684","00:12:09,477"
4336,4572,"Hey, Joey. What's going on?","Hey, Joey. Was ist los?",Phoebe,neutral,neutral,465,0,1,13,"00:22:00,652","00:22:03,112"
4337,4573,Clear the tracks for the boobie payback express. Next stop: Rachel Green.,Löschen Sie die Spuren für den Boobie Payback Express. Nächster Halt: Rachel Green.,Joey,neutral,neutral,465,1,1,13,"00:22:03,363","00:22:08,034"
4338,4574,Joey!! What the hell were you doing?!,Joey!! Was zur Hölle hast du gemacht?!,Monica,disgust,negative,465,2,1,13,"00:22:14,374","00:22:16,751"
4339,4575,Sorry. Wrong boobies.,Es tut uns leid. Falsche Brüste.,Joey,sadness,negative,465,3,1,13,"00:22:17,252","00:22:19,545"
4340,4576,"Hello, Joey.","Hallo, Joey.",Monica,neutral,neutral,465,4,1,13,"00:22:32,768","00:22:33,893"
4341,4577,"Oh! ...Hello, dear.","Oh! ...Hallo, Liebes.",Mr. Tribbiani,surprise,positive,465,5,1,13,"00:22:35,437","00:22:36,645"
4342,4578,Man. Can you believe he's only had sex with one woman?,"Mann. Kannst du glauben, dass er nur mit einer Frau Sex hatte?",Joey,surprise,positive,466,0,1,4,"00:19:56,904","00:20:01,991"
4343,4579,"I think it's great. Y'know, it's sweet, it's romantic...","Ich finde es toll. Weißt du, es ist süß, es ist romantisch...",Chandler,joy,positive,466,1,1,4,"00:20:02,868","00:20:09,040"
4344,4580,Really?,"""Ja wirklich?""",Joey,surprise,positive,466,2,1,4,"00:20:09,958","00:20:11,083"
4345,4581,"No, you kidding? The guy's a freak..","Nein, machst du Witze? Der Typ ist ein Freak..",Chandler,disgust,negative,466,3,1,4,"00:20:11,251","00:20:14,420"
4346,4582,"Hey, buddy.",Hey Kumpel.,Both,neutral,neutral,466,4,1,4,"00:20:14,588","00:20:15,880"
4347,4584,"Oh, that's attractive.","Oh, das ist attraktiv.",Receptionist,neutral,neutral,466,5,1,4,"00:20:20,427","00:20:23,554"
4348,4585,"Oh, I thought you were great in Silence of the Lambs. Oh come on, admit it! All things considered, you had fun tonight.","Oh, ich fand dich großartig in Silence of the Lambs. Ach komm, gib es zu! Alles in allem hattest du heute Abend Spaß.",Chandler,joy,positive,466,6,1,4,"00:20:25,641","00:20:34,398"
4349,4586,"Fun? Where was the fun? Tell me specifically, which part was the fun part? Where's my puck?","Spaß? Wo war der Spaß? Sagen Sie mir konkret, welcher Teil war der lustige Teil? Wo ist mein Puck?",Ross,disgust,negative,466,7,1,4,"00:20:34,566","00:20:39,904"
4350,4587,"Oh, ah- the kid has it.","Oh, ah- das Kind hat es.",Joey,neutral,neutral,466,8,1,4,"00:20:40,072","00:20:42,865"
4351,4588,"The kid...?  Excuse me, uh, that's, that's my puck.","Das Kind...? Entschuldigung, das ist mein Puck.",Ross,anger,negative,466,9,1,4,"00:20:43,700","00:20:46,786"
4352,4589,"You gotta do it, man.","Du musst es tun, Mann.",Chandler,neutral,neutral,466,10,1,4,"00:20:54,044","00:20:56,087"
4353,4590,"Oh yeah? Well, I'm rubber, you're glue, whatever——can't do it.  Listen, uh- gimme back my puck.","Oh ja? Nun, ich bin ein Gummi, du bist Leim, was auch immer – ich kann es nicht. Hör zu, ähm, gib mir meinen Puck zurück.",Ross,anger,negative,466,11,1,4,"00:20:57,089","00:21:05,513"
4354,4591,"Yes', how about. C'mere. Gimme!","Ja', wie wäre es. Komm her. Gib mir!",Ross,anger,negative,466,12,1,4,"00:21:05,681","00:21:08,849"
4355,4592,Hey! Hey! No rough holding in my ER!,Hallo! Hallo! Kein grobes Halten in meiner Notaufnahme!,Receptionist,anger,negative,466,13,1,4,"00:21:09,017","00:21:10,977"
4356,4593,GIVE ME MY PUCK!!,GIB MIR MEINEN PUCK!!,Ross,anger,negative,466,14,1,4,"00:21:11,144","00:21:12,770"
4357,4594,...Now,...Jetzt,Ross,anger,negative,466,15,1,4,"00:21:18,193","00:21:20,736"
4358,4595,"Oh, look, wish me luck!","Oh, schau, wünsche mir Glück!",Rachel,joy,positive,467,0,1,1,"0:16:45,504","0:16:46,088"
4359,4596,What for?,Wozu?,Monica,neutral,neutral,467,1,1,1,"0:16:46,088","0:16:47,192"
4360,4597,I'm gonna go get one of those  job things.,Ich werde mir eines dieser Job-Dinge besorgen.,Rachel,neutral,neutral,467,2,1,1,"00:16:47,339","00:16:50,633"
4361,4598,"Oh, I told the stripper to be here at five. That’s good right?","Oh, ich habe der Stripperin gesagt, sie soll um fünf hier sein. Das ist gut oder?",Phoebe,neutral,neutral,468,0,8,20,"00:04:35,888","00:04:39,434"
4362,4599,You ordered a stripper for the shower?! That is totally inappropriate!,Du hast eine Stripperin für die Dusche bestellt?! Das ist völlig unangemessen!,Monica,anger,negative,468,1,8,20,"00:04:41,644","00:04:44,939"
4363,4600,What? He’s gonna be dressed as a baby!  Oh hi Mrs. Green!,Was? Er wird sich als Baby verkleiden! Oh hallo Frau Green!,Phoebe,surprise,positive,468,2,8,20,"00:04:45,148","00:04:52,780"
4364,4601,Hi!,Hallo!,Monica,joy,positive,468,3,8,20,"0:04:49,110","0:04:52,702"
4365,4602,I’m so glad you could make it.,"Ich freue mich sehr, dass du es schaffen konntest.",Phoebe,joy,positive,468,4,8,20,"0:04:52,702","0:04:52,844"
4366,4603,"Yes, thank you so much. And again, we’re so sorry. We could not feel worse about it.",Ja danke sehr. Und wieder tut es uns sehr leid. Wir könnten uns nicht schlechter fühlen.,Monica,joy,positive,468,5,8,20,"00:04:52,947","00:04:57,118"
4367,4604,Try. There’s my little girl.,Versuchen. Da ist mein kleines Mädchen.,Mrs. Green,joy,positive,468,6,8,20,"00:04:57,910","00:05:02,457"
4368,4605,She’s still mad.,Sie ist immer noch sauer.,Monica,neutral,neutral,468,7,8,20,"00:05:03,124","00:05:05,293"
4369,4606,Yeah I know. Isn’t it great? One less person we have to make small talk with.,"Ja ich weiß. Ist es nicht großartig? Eine Person weniger, mit der wir Smalltalk führen müssen.",Phoebe,joy,positive,468,8,8,20,"00:05:05,460","00:05:08,504"
4370,4607,"Phoebe, Sandra’s mad at you too. It-it doesn’t bother you?","Phoebe, Sandra ist auch sauer auf dich. Es stört Sie nicht?",Monica,surprise,positive,468,9,8,20,"00:05:08,963","00:05:12,967"
4371,4608,"Oh, that’s very—Really very-very okay.","Oh, das ist sehr – wirklich sehr – sehr in Ordnung.",Rachel,neutral,neutral,469,0,8,23,"00:06:10,942","00:06:14,237"
4372,4609,"Julie’s cervix is dilated a seven centimeters, that’s about four fingers. The doctor let me feel it myself.","Julies Gebärmutterhals ist um sieben Zentimeter erweitert, das sind etwa vier Finger. Der Arzt hat es mir selbst spüren lassen.",Marc,joy,positive,469,1,8,23,"00:06:14,445","00:06:24,205"
4373,4610,Have you felt Rachel’s cervix Ross?,Haben Sie Rachels Gebärmutterhals Ross gespürt?,Julie,neutral,neutral,470,0,6,23,"00:06:20,868","00:06:24,205"
4374,4611,"No, I don’t think we’ll be doing that.","Nein, ich glaube nicht, dass wir das tun werden.",Rachel,disgust,negative,471,0,8,23,"0:06:24,413","0:06:25,845"
4375,4612,We’re not gonna do that.,Wir werden das nicht tun.,Ross,disgust,negative,471,1,8,23,"0:06:25,845","0:06:27,763"
4376,4613,"Well, if you like you can feel Rachel’s and then feel mine to compare.","Nun, wenn Sie möchten, können Sie Rachels fühlen und dann meine, um sie zu vergleichen.",Julie,neutral,neutral,471,2,8,23,"00:06:27,875","00:06:30,795"
4377,4614,Am I interrupting?,Störe ich?,Mrs. Geller,neutral,neutral,471,3,8,23,"0:06:32,547","0:06:34,099"
4378,4615,Uh yes! Thank you.,Äh ja! Vielen Dank.,Ross,joy,positive,471,4,8,23,"0:06:34,099","0:06:35,150"
4379,4616,Oh. Oh wait no.,Oh. Oh warte nein.,Rachel,neutral,neutral,471,5,8,23,"0:06:35,258","0:06:37,177"
4380,4617,Later.,Später.,Ross,neutral,neutral,471,6,8,23,"0:06:37,177","0:06:37,314"
4381,4619,"Oh uh, I’m sorry.","Oh äh, es tut mir leid.",Ross,neutral,neutral,472,1,6,23,"00:06:37,468","00:06:40,096"
4382,4620,No Ross! Ross! Ross! My child has no father!,Kein Ross! Ross! Ross! Mein Kind hat keinen Vater!,Rachel,fear,negative,472,2,6,23,"00:06:40,263","00:06:45,268"
4383,4621,Try feeding her again.,Versuche sie noch einmal zu füttern.,Monica,neutral,neutral,473,0,9,2,"0:11:23,557","0:11:24,899"
4384,4622,I already fed her.,Ich habe sie schon gefüttert.,Rachel,neutral,neutral,473,1,9,2,"0:11:24,899","0:11:26,609"
4385,4623,"I know, that’s why I said again!","Ich weiß, deshalb habe ich es nochmal gesagt!",Monica,anger,negative,473,2,9,2,"00:11:26,727","00:11:29,437"
4386,4624,"Alright you guys, we can’t turn on each other, Okay?   That’s just what she wants.","Okay Leute, wir können uns nicht gegenseitig anmachen, okay? Genau das will sie.",Phoebe,fear,negative,473,3,9,2,"00:11:30,606","00:11:37,070"
4387,4625,Hey.,Hallo.,Chandler,neutral,neutral,473,4,9,2,"00:11:36,028","00:11:37,070"
4388,4626,Phoebe! Rachel! It’s Monica! I wonder what you could possibly need me for on such short notice!  Oh.,"Phoebe! Rachel! Es ist Monika! Ich frage mich, wozu Sie mich so kurzfristig brauchen könnten! Oh.",Monica,joy,positive,474,0,7,19,"00:18:55,175","00:19:01,806"
4389,4627,"Oh Monica, we are so sorry.","Oh Monika, es tut uns so leid.",Rachel,sadness,negative,474,1,7,19,"00:19:05,060","00:19:10,273"
4390,4628,For what?,Wofür?,Monica,joy,positive,474,2,7,19,"00:19:06,478","00:19:10,273"
4391,4629,"Well first, for forgetting to throw you a bridal shower.","Nun, zuerst, weil Sie vergessen haben, Ihnen eine Brautdusche zu geben.",Rachel,sadness,negative,474,3,7,19,"00:19:10,440","00:19:14,318"
4392,4630,And then for forgetting to invite you to it.,"Und dann dafür, dass du vergessen hast, dich dazu einzuladen.",Phoebe,neutral,neutral,474,4,7,19,"00:19:14,486","00:19:16,946"
4393,4631,You al-you already had it?,Du hattest es schon?,Monica,surprise,negative,474,5,7,19,"00:19:19,366","00:19:20,867"
4394,4633,"Well, we called everyone in your phone book and a bunch of people came, but it took us so long to get you here that they-they had to leave.","Nun, wir haben jeden in deinem Telefonbuch angerufen und ein paar Leute sind gekommen, aber wir haben so lange gebraucht, um dich hierher zu bringen, dass sie – sie mussten gehen.",Phoebe,neutral,neutral,474,6,7,19,"00:19:21,034","00:19:27,915"
4395,4634,"Yeah, we wanted to throw you a big surprise and a great shower, and now you don’t have either.","Ja, wir wollten dir eine große Überraschung und eine tolle Dusche bereiten, und jetzt hast du auch keine.",Rachel,sadness,negative,474,7,7,19,"00:19:28,750","00:19:35,173"
4396,4635,We ruined everything.,Wir haben alles ruiniert.,Phoebe,sadness,negative,474,8,7,19,"0:19:35,340","0:19:36,562"
4397,4636,Ugh,Pfui,Rachel,sadness,negative,474,9,7,19,"0:19:36,562","0:19:36,856"
4398,4637,"Well no, wait a minute, that’s not true!","Nein, Moment mal, das stimmt nicht!",Monica,sadness,negative,474,10,7,19,"0:19:36,967","0:19:38,844"
4399,4638,"No, what did, that was really sweet.","Nein, was war, das war wirklich süß.",Monica,joy,positive,474,11,7,19,"0:19:38,844","0:19:41,868"
4400,4639,And it kinda works out for the best.,Und es funktioniert irgendwie zum Besten.,Monica,joy,positive,474,12,7,19,"0:19:41,972","0:19:43,854"
4401,4640,"What do you, what do you mean?","Was meinst du, was meinst du?",Rachel,surprise,positive,474,13,7,19,"0:19:43,854","0:19:45,536"
4402,4641,"Well now, I get to spend my shower with the only people I really love!","Jetzt kann ich meine Dusche mit den einzigen Menschen verbringen, die ich wirklich liebe!",Monica,joy,positive,474,14,7,19,"00:19:45,642","00:19:50,229"
4403,4642,"I mean, I get all those presents  without having to talk to people I don’t even like!","Ich meine, ich bekomme all diese Geschenke, ohne mit Leuten reden zu müssen, die ich nicht einmal mag!",Monica,joy,positive,474,15,7,19,"00:19:50,397","00:19:55,234"
4404,4643,Surprise,Überraschung,Rachel,sadness,negative,474,16,7,19,"0:20:01,116","0:20:02,668"
4405,4644,Surprise,Überraschung,Joey,joy,positive,474,17,7,19,"0:20:02,668","0:20:03,170"
4406,4645,Monica.,Monika.,Rachel,neutral,neutral,474,18,7,19,"0:20:03,170","0:20:03,928"
4407,4646,"I can't believe it's raining again! Oh, it's so unfair!!!","Ich kann nicht glauben, dass es wieder regnet! Oh, das ist so unfair!!!",Monica,anger,negative,475,0,9,23,"00:31:14,998","00:31:18,083"
4408,4647,"Well, on the bright side, now you won't have to see all these paleontologists with their shirts off.","Nun, auf der positiven Seite, jetzt müssen Sie nicht all diese Paläontologen ohne Hemd sehen.",Phoebe,neutral,neutral,475,1,9,23,"00:31:20,962","00:31:24,172"
4409,4648,Not you guys.,Nicht euch.,Phoebe,neutral,neutral,475,2,9,23,"00:31:26,551","00:31:28,594"
4410,4649,You got it going on!,Du hast es in Gang gebracht!,Phoebe,joy,positive,475,3,9,23,"00:31:29,220","00:31:31,680"
4411,4650,"So, what are we gonna do today?","Also, was machen wir heute?",Monica,neutral,neutral,475,4,9,23,"00:31:34,976","00:31:37,769"
4412,4651,They have a game room downstairs! Ping pong and stuff.,Sie haben ein Spielzimmer im Erdgeschoss! Pingpong und so.,Mike,neutral,neutral,475,5,9,23,"00:31:34,976","00:31:39,479"
4413,4652,"Ping pong?  Honey, they have ping pong! Let's play!","Tischtennis? Schatz, sie haben Tischtennis! Lass uns spielen!",Monica,surprise,positive,475,6,9,23,"00:31:39,647","00:31:44,109"
4414,4653,I don't think so!,Ich glaube nicht!,Chandler,joy,positive,475,7,9,23,"00:31:42,025","00:31:44,109"
4415,4654,Why not?,Warum nicht?,Monica,neutral,neutral,475,8,9,23,"00:31:45,570","00:31:47,654"
4416,4655,"Because you know how competitive you get and well, I say it's cute, others disagree, and I'm lying!","Weil Sie wissen, wie konkurrenzfähig Sie werden, und na ja, ich sage, es ist süß, andere sind anderer Meinung und ich lüge!",Chandler,neutral,neutral,475,9,9,23,"00:31:47,822","00:31:50,949"
4417,4656,I'm not always that bad!,Ich bin nicht immer so schlecht!,Monica,neutral,neutral,475,10,9,23,"0:31:52,785","0:31:54,797"
4418,4657,"Oh,","Oh,",Chandler,neutral,neutral,475,11,9,23,"0:31:54,797","0:31:55,559"
4419,4658,I punched you...?,Ich habe dich geschlagen...?,Monica,surprise,negative,475,12,9,23,"00:31:58,291","00:32:00,208"
4420,4659,And...?,Und...?,Chandler,surprise,negative,475,13,9,23,"0:32:00,752","0:32:01,644"
4421,4660,... Phoebe...?,... Phoebe...?,Monica,surprise,negative,475,14,9,23,"0:32:01,644","0:32:03,438"
4422,4661,... and...?,... und...?,Phoebe,neutral,neutral,475,15,9,23,"0:32:03,438","0:32:04,409"
4423,4662,I clunked your heads together!,Ich habe deine Köpfe zusammengeschlagen!,Monica,neutral,neutral,475,16,9,23,"00:32:04,547","00:32:07,841"
4424,4663,"Sorry I ah, I scared you in there.","Entschuldigung, ich ah, ich habe dich da drin erschreckt.",Ross,sadness,negative,476,0,3,20,"00:19:07,312","00:19:09,438"
